episode_id,sid,opponent_submission,opponent_rating,result,margin,nearest_v124_units_samefraction,nearest_v124_units_episode,old_exact_first144_units_exists,opp_first_difference_units,opp_samefraction_units,opp_hash100_units,nearest_v124_market_samefraction,nearest_v124_market_episode,old_exact_first144_market_exists,opp_first_difference_market,opp_samefraction_market,opp_hash100_market,nearest_v124_all_samefraction,nearest_v124_all_episode,old_exact_first144_all_exists,opp_first_difference_all,opp_samefraction_all,opp_hash100_all,opp_same_units_prefix24,opp_same_market_prefix24,opp_same_units_prefix72,opp_same_market_prefix72,opp_same_units_prefix100,opp_same_market_prefix100,opp_same_units_prefix120,opp_same_market_prefix120,opp_same_units_prefix144,opp_same_market_prefix144,opp_same_units_prefix216,opp_same_market_prefix216,opp_same_units_prefix288,opp_same_market_prefix288,opp_portfolio_equal_all30days,opp_portfolio_equal_selected,margin_t72,portfolio_L1_t72,delta_COW_t72,delta_SHEEP_t72,delta_GOOSE_t72,delta_WHEAT_t72,delta_CARROT_t72,delta_TOMATO_t72,delta_STRAWBERRY_t72,delta_MELON_t72,margin_t144,portfolio_L1_t144,delta_COW_t144,delta_SHEEP_t144,delta_GOOSE_t144,delta_WHEAT_t144,delta_CARROT_t144,delta_TOMATO_t144,delta_STRAWBERRY_t144,delta_MELON_t144,margin_t216,portfolio_L1_t216,delta_COW_t216,delta_SHEEP_t216,delta_GOOSE_t216,delta_WHEAT_t216,delta_CARROT_t216,delta_TOMATO_t216,delta_STRAWBERRY_t216,delta_MELON_t216,margin_t288,portfolio_L1_t288,delta_COW_t288,delta_SHEEP_t288,delta_GOOSE_t288,delta_WHEAT_t288,delta_CARROT_t288,delta_TOMATO_t288,delta_STRAWBERRY_t288,delta_MELON_t288,margin_t360,portfolio_L1_t360,delta_COW_t360,delta_SHEEP_t360,delta_GOOSE_t360,delta_WHEAT_t360,delta_CARROT_t360,delta_TOMATO_t360,delta_STRAWBERRY_t360,delta_MELON_t360,margin_t432,portfolio_L1_t432,delta_COW_t432,delta_SHEEP_t432,delta_GOOSE_t432,delta_WHEAT_t432,delta_CARROT_t432,delta_TOMATO_t432,delta_STRAWBERRY_t432,delta_MELON_t432,margin_t480,portfolio_L1_t480,delta_COW_t480,delta_SHEEP_t480,delta_GOOSE_t480,delta_WHEAT_t480,delta_CARROT_t480,delta_TOMATO_t480,delta_STRAWBERRY_t480,delta_MELON_t480,margin_t504,portfolio_L1_t504,delta_COW_t504,delta_SHEEP_t504,delta_GOOSE_t504,delta_WHEAT_t504,delta_CARROT_t504,delta_TOMATO_t504,delta_STRAWBERRY_t504,delta_MELON_t504,margin_t576,portfolio_L1_t576,delta_COW_t576,delta_SHEEP_t576,delta_GOOSE_t576,delta_WHEAT_t576,delta_CARROT_t576,delta_TOMATO_t576,delta_STRAWBERRY_t576,delta_MELON_t576,margin_t648,portfolio_L1_t648,delta_COW_t648,delta_SHEEP_t648,delta_GOOSE_t648,delta_WHEAT_t648,delta_CARROT_t648,delta_TOMATO_t648,delta_STRAWBERRY_t648,delta_MELON_t648,margin_t696,portfolio_L1_t696,delta_COW_t696,delta_SHEEP_t696,delta_GOOSE_t696,delta_WHEAT_t696,delta_CARROT_t696,delta_TOMATO_t696,delta_STRAWBERRY_t696,delta_MELON_t696,margin_t719,portfolio_L1_t719,delta_COW_t719,delta_SHEEP_t719,delta_GOOSE_t719,delta_WHEAT_t719,delta_CARROT_t719,delta_TOMATO_t719,delta_STRAWBERRY_t719,delta_MELON_t719
111157938,56384917,56361263,1476.4360260532126,win,199.0,0.9401947148817803,111051413,True,151,0.6119610570236439,0xd46c10da5cc413d9,0.8636995827538247,110856620,True,0,0.5716272600834492,0x75b9b38715da8ce6,0.8233657858136301,110856620,True,0,0.4325452016689847,0x51e4a316fc380abf,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,-23.0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,-275.0,4,2,0,-2,0,0,0,0,0,-1526.0,4,2,0,-2,0,0,0,0,0,-998.0,4,2,0,-2,0,0,0,0,0,-1224.0,4,2,0,-2,0,0,0,0,0,854.0,4,2,0,-2,0,0,0,0,0,1356.0,4,2,0,-2,0,0,0,0,0,2052.0,4,2,0,-2,0,0,0,0,0,514.0,9,2,0,-2,1,4,0,0,0,-1082.0,9,2,0,-2,1,4,0,0,0,199.0,6,2,0,-2,-2,0,0,0,0
111156843,56384917,56131066,1532.5873973806877,win,2108.0,0.9930458970792768,110822302,True,2,0.18636995827538247,0xe763b73def49a431,0.8984700973574409,110867399,True,0,0.5104311543810849,0x695925e4f2a433b6,0.8873435326842837,110865488,True,0,0.12934631432545202,0x6b50b212b93d5bfc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,73.0,0,0,0,0,0,0,0,0,0,517.0,0,0,0,0,0,0,0,0,0,537.0,4,2,0,-2,0,0,0,0,0,1076.0,4,2,0,-2,0,0,0,0,0,1465.0,4,2,0,-2,0,0,0,0,0,786.0,4,2,0,-2,0,0,0,0,0,477.0,4,2,0,-2,0,0,0,0,0,1018.0,4,2,0,-2,0,0,0,0,0,767.0,4,2,0,-2,0,0,0,0,0,800.0,4,2,0,-2,0,0,0,0,0,1149.0,10,2,3,-2,2,1,0,0,0,2108.0,7,2,3,-2,0,0,0,0,0
111155713,56384917,56247714,1603.629895563611,win,1371.0,0.9930458970792768,110898287,True,257,0.799721835883171,0xd46c10da5cc413d9,0.8929068150208623,110895238,True,0,0.717663421418637,0x72ebab40cb718a44,0.885952712100139,110898287,True,0,0.6439499304589708,0x327f5f2065edd7ac,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,4.0,0,0,0,0,0,0,0,0,0,34.0,0,0,0,0,0,0,0,0,0,102.0,1,0,0,0,0,0,0,1,0,74.0,1,0,0,0,0,0,0,1,0,120.0,1,0,0,0,0,0,0,1,0,43.0,1,0,0,0,0,0,0,1,0,431.0,1,0,0,0,0,0,0,1,0,10.0,1,0,0,0,0,0,0,1,0,-793.0,0,0,0,0,0,0,0,0,0,-848.0,0,0,0,0,0,0,0,0,0,416.0,1,0,0,0,-1,0,0,0,0,1371.0,0,0,0,0,0,0,0,0,0
111154609,56384917,56373477,1514.7899457956692,loss,-11515.0,0.9638386648122392,110845563,True,144,0.26842837273991654,0xd46c10da5cc413d9,0.8734353268428373,110823403,True,1,0.47844228094575797,0xaf4b1b8f083f5c6,0.8136300417246175,110823403,True,1,0.21974965229485396,0xdd46d4ba01dfea4d,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,19.0,0,0,0,0,0,0,0,0,0,-10.0,0,0,0,0,0,0,0,0,0,-363.0,0,0,0,0,0,0,0,0,0,-1300.0,6,0,-3,3,0,0,0,0,0,-1365.0,6,0,-3,3,0,0,0,0,0,-5585.0,6,0,-3,3,0,0,0,0,0,-5184.0,6,0,-3,3,0,0,0,0,0,-7532.0,6,0,-3,3,0,0,0,0,0,-5978.0,6,0,-3,3,0,0,0,0,0,-8440.0,12,0,-3,3,-3,3,0,0,0,-12462.0,8,0,-3,3,1,-1,0,0,0,-11515.0,6,0,-3,3,0,0,0,0,0
111153486,56384917,56146313,1502.41843563383,win,1155.0,0.9972183588317107,110865195,True,186,0.9666203059805285,0xd46c10da5cc413d9,0.9235048678720446,110865195,True,0,0.7093184979137691,0xeb6f1a73c2b2a743,0.9221140472878998,110865195,True,0,0.694019471488178,0x67871f0077224920,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,-10.0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,28.0,0,0,0,0,0,0,0,0,0,1034.0,0,0,0,0,0,0,0,0,0,1101.0,0,0,0,0,0,0,0,0,0,1088.0,0,0,0,0,0,0,0,0,0,545.0,0,0,0,0,0,0,0,0,0,940.0,0,0,0,0,0,0,0,0,0,415.0,0,0,0,0,0,0,0,0,0,739.0,0,0,0,0,0,0,0,0,0,1536.0,0,0,0,0,0,0,0,0,0,1155.0,0,0,0,0,0,0,0,0,0
111152357,56384917,56316341,1622.9652649410275,loss,-5656.0,0.9819193324061196,110877591,False,18,0.8650904033379694,0xd46c10da5cc413d9,0.8762169680111266,110877591,True,0,0.5118219749652295,0x82b74cfab1c14d1,0.8678720445062587,110877591,False,0,0.4673157162726008,0x8e53d429aa0f11a0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-30.0,1,0,0,0,0,0,0,0,-1,-30.0,1,0,0,0,0,0,0,0,-1,-217.0,1,0,0,0,0,0,0,0,-1,-1582.0,0,0,0,0,0,0,0,0,0,-2331.0,0,0,0,0,0,0,0,0,0,-1463.0,0,0,0,0,0,0,0,0,0,-2131.0,0,0,0,0,0,0,0,0,0,-2199.0,0,0,0,0,0,0,0,0,0,-3149.0,0,0,0,0,0,0,0,0,0,-3933.0,0,0,0,0,0,0,0,0,0,-5473.0,0,0,0,0,0,0,0,0,0,-5656.0,0,0,0,0,0,0,0,0,0
111151304,56384917,56132647,1530.0357294386738,win,7994.0,0.9888734353268428,110967571,True,222,0.7232267037552156,0xd46c10da5cc413d9,0.9513212795549374,110967571,True,0,0.6439499304589708,0xeb6f1a73c2b2a743,0.9429763560500696,110967571,True,0,0.5535465924895688,0x67871f0077224920,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,-10.0,0,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,0,0,0,0,16.0,0,0,0,0,0,0,0,0,0,126.0,2,1,-1,0,0,0,0,0,0,286.0,2,1,-1,0,0,0,0,0,0,864.0,2,1,-1,0,0,0,0,0,0,1857.0,2,1,-1,0,0,0,0,0,0,1930.0,2,1,-1,0,0,0,0,0,0,2262.0,12,1,-1,0,-5,5,0,0,0,3753.0,7,1,-1,-1,-2,2,0,0,0,7639.0,21,1,-1,-1,-9,9,0,0,0,7994.0,3,1,-1,-1,0,0,0,0,0
111150115,56384917,56084975,1373.8947223980497,win,13172.0,0.8956884561891516,110836675,True,2,0.17941585535465926,0x1e2a4b7b32dc746,0.9054242002781642,110836675,True,0,0.41585535465924894,0x8a6ac1f31e640345,0.8317107093184979,110836675,True,0,0.0584144645340751,0xd472094e2013d8f1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,49.0,0,0,0,0,0,0,0,0,0,583.0,0,0,0,0,0,0,0,0,0,291.0,5,-3,2,0,0,0,0,0,0,1818.0,5,-3,2,0,0,0,0,0,0,1269.0,5,-3,2,0,0,0,0,0,0,3584.0,5,-3,2,0,0,0,0,0,0,5831.0,6,-3,2,0,1,0,0,0,0,7258.0,5,-3,2,0,0,0,0,0,0,8159.0,7,-3,2,0,1,0,0,-1,0,10521.0,52,-3,2,0,-23,24,0,0,0,10890.0,28,-3,2,0,-12,11,0,0,0,13172.0,5,-3,2,0,0,0,0,0,0
111149012,56384917,55939308,1154.2436783033438,win,32662.0,0.9833101529902643,110848604,True,1,0.004172461752433936,0x821081d2e1742083,0.9582753824756607,110848604,True,0,0.26564673157162727,0xa3d705b7d0e1bfbd,0.9485396383866481,110848604,True,0,0.0,0x1d90de48eff59936,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-97.0,13,3,-2,0,1,0,0,-2,5,651.0,14,3,-2,0,-2,0,0,-2,5,1216.0,12,-1,0,2,-4,0,0,0,5,10569.0,37,-3,2,5,14,-8,0,-2,-3,17414.0,28,-3,2,5,12,-1,0,-2,-3,18248.0,25,-3,2,5,10,0,0,-2,-3,14934.0,34,-3,2,5,10,0,10,-1,-3,15324.0,31,-3,2,5,7,0,10,-1,-3,15579.0,34,-3,2,5,9,0,10,-5,0,19781.0,67,-3,2,5,-24,17,10,6,0,26508.0,41,-3,2,5,-21,0,10,0,0,32662.0,32,-3,2,5,-12,0,10,0,0
111147876,56384917,56261783,1697.6344980950114,loss,-1415.0,0.9763560500695411,110836675,True,144,0.3129346314325452,0xd46c10da5cc413d9,0.9471488178025035,110886175,True,0,0.5285118219749653,0xb6121975680a2445,0.9221140472878998,110886175,True,0,0.2239221140472879,0x2ff9d7885969c8b,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,-8.0,0,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,0,0,0,0,-363.0,0,0,0,0,0,0,0,0,0,59.0,1,0,-1,0,0,0,0,0,0,230.0,1,0,-1,0,0,0,0,0,0,-1642.0,1,0,-1,0,0,0,0,0,0,-2468.0,1,0,-1,0,0,0,0,0,0,-4068.0,1,0,-1,0,0,0,0,0,0,-2346.0,1,0,-1,0,0,0,0,0,0,-563.0,7,0,-1,0,-3,3,0,0,0,-523.0,3,0,-1,0,1,-1,0,0,0,-1415.0,1,0,-1,0,0,0,0,0,0
111146791,56384917,56343492,1254.912280173112,win,996.0,0.827538247566064,110875120,True,0,0.0027816411682892906,0x8ced2dc77c9db0c4,0.8581363004172462,110925497,True,0,0.36439499304589706,0xdd3440d8b1c7cb87,0.7524339360222532,110875120,True,0,0.0,0xf5c86c3022c388c6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40.0,6,1,0,0,5,0,0,0,0,702.0,6,0,0,0,3,0,0,-3,0,992.0,5,2,0,0,1,0,0,-2,0,4237.0,20,2,-4,0,4,0,0,10,0,6126.0,12,2,-4,0,3,0,0,3,0,5976.0,14,2,-4,0,5,0,0,3,0,6732.0,19,2,-4,0,5,0,-3,5,0,4617.0,16,2,-4,0,2,0,-2,6,0,1065.0,21,2,-4,0,9,0,-2,4,0,2656.0,24,2,-4,0,8,2,-2,6,0,748.0,14,2,-2,0,0,1,-2,-7,0,996.0,7,2,-2,0,0,-1,-2,0,0
111145700,56384917,55631215,1090.5067404840358,win,31238.0,1.0,111051413,True,0,0.005563282336578581,0x9e965a98bd81ae61,0.9082058414464534,110893876,True,0,0.2545201668984701,0x2d70d79c922eede6,0.9082058414464534,110893876,True,0,0.0027816411682892906,0x86881d4e33931adf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,165.0,1,1,0,0,0,0,0,0,0,758.0,0,0,0,0,0,0,0,0,0,592.0,19,2,0,0,0,0,0,9,-8,6208.0,24,-2,2,3,3,0,0,6,-8,11288.0,23,-2,2,3,8,0,0,0,-8,17134.0,8,-2,2,3,1,0,0,0,0,21159.0,8,-2,2,3,-1,0,0,0,0,25250.0,8,-2,2,3,1,0,0,0,0,25659.0,30,-2,2,3,14,-3,0,-6,0,29618.0,57,-2,2,3,-15,26,0,-9,0,30555.0,27,-2,2,3,-2,12,0,-6,0,31238.0,8,-2,2,3,-1,0,0,0,0
111144594,56384917,56311891,1181.2989486575068,win,14139.0,0.9902642559109874,110843364,True,2,0.030598052851182198,0x179641e533a5f3f5,0.9388038942976356,110843364,True,0,0.3240611961057024,0xaf869461d5185e47,0.9304589707927677,110843364,True,0,0.012517385257301807,0xc5953bc76fbb894f,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.0,0,0,0,0,0,0,0,0,0,-35.0,0,0,0,0,0,0,0,0,0,316.0,1,0,0,0,1,0,0,0,0,-561.0,10,0,2,3,0,0,0,-5,0,1383.0,9,0,0,3,1,0,0,-5,0,5378.0,11,0,0,3,3,0,0,-5,0,7105.0,10,0,0,3,2,0,0,-5,0,6292.0,10,0,0,3,2,0,0,-5,0,7920.0,12,0,0,3,3,0,0,-6,0,8598.0,56,0,0,3,-23,25,0,-5,0,12559.0,25,0,0,3,-12,10,0,0,0,14139.0,3,0,0,3,0,0,0,0,0
111143515,56384917,55837289,991.6456888413732,win,21938.0,0.9819193324061196,110898287,True,1,0.0027816411682892906,0x2e75ca63759b7021,0.8901251738525731,110895238,True,0,0.30737134909596664,0x49e5a2287393f942,0.8720445062586927,110895238,True,0,0.0,0x6b01de54236c977c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,211.0,13,2,-2,0,2,0,0,0,7,795.0,18,2,-2,0,-4,0,0,-3,7,1099.0,15,0,0,0,-8,0,0,0,7,12024.0,27,0,2,3,7,0,0,-3,-12,16810.0,31,0,2,3,11,0,0,-3,-12,22592.0,32,0,2,3,12,0,0,-3,-12,21094.0,26,0,2,3,9,0,0,0,-12,14217.0,6,0,2,3,1,0,0,0,0,16201.0,13,0,2,3,-6,0,0,2,0,14338.0,82,0,2,3,-40,29,0,8,0,18210.0,34,0,2,3,-17,12,0,0,0,21938.0,5,0,2,3,0,0,0,0,0
111142420,56384917,55439941,932.0517013191654,win,17060.0,0.9847009735744089,110907562,True,1,0.0027816411682892906,0xdde9ab1dc25bba5,0.8066759388038943,110899382,True,0,0.26842837273991654,0xf8fadc01f75a38a0,0.7969401947148818,110899382,True,0,0.0,0x3e031a3f6420cf1a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-49.0,14,2,-2,0,2,0,0,0,8,218.0,19,2,-2,0,-4,0,0,-3,8,1673.0,16,0,0,0,-8,0,0,0,8,12433.0,29,0,2,3,7,0,0,-3,-14,16743.0,33,0,2,3,11,0,0,-3,-14,24448.0,34,0,2,3,12,0,0,-3,-14,23185.0,28,0,2,3,9,0,0,0,-14,17088.0,8,0,2,3,1,0,0,0,-2,14416.0,11,-1,1,3,-3,0,0,3,0,14580.0,80,-1,1,3,-38,29,0,8,0,12286.0,31,-1,1,3,-14,12,0,0,0,17060.0,7,-1,1,3,-2,0,0,0,0
111141355,56384917,55289102,753.1105767597932,win,53365.0,0.9763560500695411,110890568,True,1,0.005563282336578581,0x30868135f20d83a9,0.9179415855354659,110825605,True,0,0.2267037552155772,0x9121bebdbdfbd931,0.9012517385257302,110825605,True,0,0.0027816411682892906,0x20d810743e21e9a0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,37.0,1,1,0,0,0,0,0,0,0,-144.0,8,0,0,0,-4,0,0,4,0,401.0,14,2,0,0,-2,0,0,10,0,10500.0,32,0,0,3,13,0,0,-4,-12,15395.0,39,0,0,3,17,0,0,-7,-12,29087.0,40,0,0,3,18,0,0,-7,-12,20881.0,50,0,0,3,18,0,10,-7,-12,25184.0,50,0,0,3,18,0,10,-7,-12,25959.0,48,0,0,3,19,0,10,-16,0,37457.0,71,0,0,3,-19,29,10,-10,0,46203.0,25,0,0,3,0,12,10,0,0,53365.0,13,0,0,3,0,0,10,0,0
111140258,56384917,55918156,639.3372126334359,win,15204.0,0.9680111265646731,110827826,True,1,0.004172461752433936,0xe2719cd4e30889d9,0.9262865090403338,110844225,True,0,0.38386648122392214,0xf245f9ef7b1e0a4d,0.8929068150208623,110844225,True,0,0.0013908205841446453,0x5cf848b9c7a347d0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-142.0,4,0,1,0,-1,0,0,0,2,306.0,9,0,1,0,-2,0,0,4,2,1038.0,39,4,2,-2,0,-8,0,20,-3,-2034.0,60,4,4,-1,7,-8,0,31,-5,3444.0,59,4,4,-1,6,-8,0,31,-5,6134.0,53,2,4,-2,-6,-8,0,31,0,7317.0,65,2,4,-3,-17,-8,0,31,0,6871.0,61,2,4,-3,-13,-8,0,31,0,6936.0,36,2,4,-3,-1,-8,0,18,0,7633.0,67,2,4,-3,-26,21,0,11,0,9650.0,30,2,4,-3,9,12,0,0,0,15204.0,9,2,4,-3,0,0,0,0,0
111139195,56384917,55279839,622.9353992097807,win,73545.0,0.9902642559109874,110847763,True,0,0.0013908205841446453,0x6fbb92ff722f6597,0.9888734353268428,110847763,True,0,0.26286509040333794,0xad761337b78d466f,0.980528511821975,110847763,True,0,0.0,0x3e35a5ebc6ea38ad,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,22,1,1,0,7,-11,0,0,2,10.0,21,2,1,0,3,-10,0,4,1,1323.0,37,4,1,0,5,-5,0,16,-6,8479.0,53,3,-1,3,16,-1,0,20,-9,19526.0,51,2,-2,3,24,0,0,11,-9,31553.0,40,2,-2,3,25,0,0,6,-2,39866.0,40,2,-2,3,25,0,0,6,-2,43788.0,37,2,-2,3,24,0,0,6,0,51942.0,49,2,-2,3,30,5,0,-7,0,58615.0,50,2,-2,2,9,31,0,-4,0,64090.0,43,2,-2,2,-8,21,0,-8,0,73545.0,9,2,-2,2,0,0,0,-3,0
111208826,56384919,56390670,1534.3606644455344,loss,-6620.0,0.9986091794158554,110907562,True,217,0.6453407510431154,0xd46c10da5cc413d9,0.8595271210013908,110907562,True,0,0.5924895688456189,0x1de9b4ce9bfaf96f,0.8595271210013908,110907562,True,0,0.47426981919332406,0x56ba801cd5457b94,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,-23.0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,-64.0,0,0,0,0,0,0,0,0,0,-1556.0,0,0,0,0,0,0,0,0,0,-1230.0,0,0,0,0,0,0,0,0,0,-1270.0,0,0,0,0,0,0,0,0,0,-1391.0,0,0,0,0,0,0,0,0,0,-2191.0,0,0,0,0,0,0,0,0,0,-3281.0,0,0,0,0,0,0,0,0,0,-6497.0,4,0,0,0,2,-2,0,0,0,-7640.0,18,0,0,0,9,-9,0,0,0,-6620.0,0,0,0,0,0,0,0,0,0
111203660,56384919,56120560,1509.2841561793225,win,5344.0,0.9888734353268428,110882874,True,217,0.6286509040333796,0xd46c10da5cc413d9,0.9401947148817803,110868497,True,0,0.7273991655076495,0xeb6f1a73c2b2a743,0.9304589707927677,110868497,True,0,0.5438108484005564,0x67871f0077224920,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,-10.0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,-171.0,0,0,0,0,0,0,0,0,0,504.0,0,0,0,0,0,0,0,0,0,422.0,0,0,0,0,0,0,0,0,0,-4122.0,10,0,0,0,0,0,10,0,0,-4025.0,10,0,0,0,0,0,10,0,0,-4556.0,10,0,0,0,0,0,10,0,0,-2526.0,10,0,0,0,0,0,10,0,0,2779.0,10,0,0,0,0,0,10,0,0,5344.0,10,0,0,0,0,0,10,0,0
111202543,56384919,56170617,1485.2661825115013,loss,-1444.0,0.9972183588317107,110822302,True,278,0.9415855354659249,0xd46c10da5cc413d9,0.972183588317107,110867399,True,0,0.7273991655076495,0xeb6f1a73c2b2a743,0.9596662030598053,110867399,True,0,0.6884561891515995,0x67871f0077224920,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,-10.0,0,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,0,0,0,0,29.0,0,0,0,0,0,0,0,0,0,-443.0,0,0,0,0,0,0,0,0,0,-296.0,0,0,0,0,0,0,0,0,0,-199.0,0,0,0,0,0,0,0,0,0,-535.0,0,0,0,0,0,0,0,0,0,-113.0,0,0,0,0,0,0,0,0,0,-52.0,0,0,0,0,0,0,0,0,0,-2658.0,2,0,2,0,0,0,0,0,0,-3257.0,2,0,2,0,0,0,0,0,0,-1444.0,2,0,2,0,0,0,0,0,0
111201403,56384919,56254244,1641.582265516342,loss,-3592.0,0.9513212795549374,110885069,False,21,0.8150208623087621,0xd46c10da5cc413d9,0.9054242002781642,110872835,False,0,0.6828929068150209,0xe6288cbcf95cce1d,0.8567454798331016,110872835,False,0,0.588317107093185,0xa20df89137f2db6f,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-20.0,1,0,0,0,-1,0,0,0,0,-234.0,1,-1,0,0,0,0,0,0,0,-631.0,1,-1,0,0,0,0,0,0,0,-578.0,1,-1,0,0,0,0,0,0,0,-1252.0,1,-1,0,0,0,0,0,0,0,-1299.0,1,-1,0,0,0,0,0,0,0,-1745.0,1,-1,0,0,0,0,0,0,0,-1310.0,1,-1,0,0,0,0,0,0,0,-1547.0,1,-1,0,0,0,0,0,0,0,-3696.0,1,-1,0,0,0,0,0,0,0,-6234.0,1,-1,0,0,0,0,0,0,0,-3592.0,1,-1,0,0,0,0,0,0,0
111200809,56384919,56390690,1659.5607591287023,loss,-21570.0,0.9833101529902643,110891878,True,151,0.3616133518776078,0xd46c10da5cc413d9,0.9290681502086231,110891878,True,0,0.5827538247566064,0x89116ff41c7e638c,0.9179415855354659,110891878,True,0,0.3031988873435327,0x3b4ecba1def599dd,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,-23.0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,-271.0,4,2,0,-2,0,0,0,0,0,4785.0,7,2,-3,-2,0,0,0,0,0,4621.0,8,2,-4,-2,0,0,0,0,0,3498.0,86,5,-4,-2,15,-23,-24,13,0,2055.0,83,5,-4,-2,3,-23,-24,22,0,-1212.0,84,5,-4,-2,-16,-5,-24,28,0,-2976.0,77,6,-4,-2,5,-19,-24,17,0,-13174.0,68,8,-4,-2,-10,8,-24,12,0,-19579.0,50,8,-1,-2,-30,9,0,0,0,-21570.0,14,8,-1,-2,-3,0,0,0,0
111200278,56384919,56094428,1434.4338577658468,win,1394.0,0.9972183588317107,110826721,True,2,0.14603616133518776,0xa09688806daf9abc,0.9930458970792768,110826721,True,0,0.46453407510431155,0x921060b4107731c4,0.9902642559109874,110826721,True,0,0.13212795549374132,0x22ca9648a0f1126a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-10.0,0,0,0,0,0,0,0,0,0,26.0,0,0,0,0,0,0,0,0,0,80.0,8,3,0,-4,1,0,0,0,0,-198.0,7,3,-2,-1,1,0,0,0,0,6641.0,10,3,-2,-1,2,0,-1,0,-1,4899.0,11,3,-2,-1,3,0,-1,0,-1,3751.0,22,3,-2,-1,9,0,-6,0,-1,1202.0,23,3,-2,-1,9,-1,-6,0,-1,1477.0,57,3,-2,-1,30,-14,-6,-1,0,4074.0,22,3,-2,-1,1,10,-5,0,0,2846.0,24,3,-2,-1,3,-10,-5,0,0,1394.0,17,3,-2,-1,0,-6,-5,0,0
111199167,56384919,56351904,1483.963321971842,win,1658.0,1.0,110852459,True,152,0.9735744089012517,0xd46c10da5cc413d9,0.9471488178025035,110852459,True,0,0.7148817802503477,0xeb6f1a73c2b2a743,0.9471488178025035,110852459,True,0,0.7051460361613352,0x67871f0077224920,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,-10.0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,-10.0,0,0,0,0,0,0,0,0,0,-201.0,0,0,0,0,0,0,0,0,0,-121.0,0,0,0,0,0,0,0,0,0,179.0,0,0,0,0,0,0,0,0,0,295.0,0,0,0,0,0,0,0,0,0,426.0,0,0,0,0,0,0,0,0,0,626.0,0,0,0,0,0,0,0,0,0,1069.0,0,0,0,0,0,0,0,0,0,1495.0,0,0,0,0,0,0,0,0,0,1658.0,0,0,0,0,0,0,0,0,0
111198038,56384919,56165701,1562.8897907413564,loss,-830.0,0.9944367176634215,110850849,True,144,0.43115438108484005,0xd46c10da5cc413d9,0.9986091794158554,110888363,True,0,0.47983310152990266,0x535f30deb5316158,0.9833101529902643,110888363,True,0,0.2906815020862309,0x17472e647af03821,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,-8.0,0,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,0,0,0,0,546.0,7,2,-3,0,-1,0,0,1,0,908.0,6,2,-1,0,3,0,0,0,0,-2116.0,3,2,-1,0,0,0,0,0,0,-299.0,3,2,-1,0,0,0,0,0,0,-1589.0,3,2,-1,0,0,0,0,0,0,-1218.0,3,2,-1,0,0,0,0,0,0,-789.0,3,2,-1,0,0,0,0,0,0,-773.0,13,2,-1,0,-3,7,0,0,0,-653.0,5,2,-1,0,1,-1,0,0,0,-830.0,3,2,-1,0,0,0,0,0,0
