panel,arm,opponent,seed,seat,baseline_margin,candidate_margin,transition,delta_points,delta_margin,delta_self_cash,delta_opp_cash,first_action_change,first_field_change,first_shop_change,first_difference,metric_mismatches,full_trajectory_identical,own_action_changed_decisions,own_field_changed_decisions,own_market_changed_decisions,opponent_action_changed_decisions,observations_changed_decisions
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609250,1,461.0,2208.0,W->W,0.0,1747.0,1007.0,-740.0,303.0,603.0,,"[{""step"": 303, ""baseline_market"": [[""BUY_SEED"", ""WHEAT"", 1]], ""candidate_market"": [[""SELL"", ""MILK"", 6], [""BUY_SEED"", ""WHEAT"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 39, ""CARROT"": 46, ""TOMATO"": 62, ""STRAWBERRY"": 155, ""MELON"": 78, ""EGG"": 54, ""MILK"": 70, ""WOOL"": 93, ""FERTILIZER"": 64}, ""shed"": {""WHEAT"": 13, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 6, ""WOOL"": 0, ""FERTILIZER"": 0, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,36,2,34,41,415
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609251,0,1091.0,1082.0,W->W,0.0,-9.0,-2.0,7.0,151.0,,,"[{""step"": 151, ""baseline_market"": [[""SELL"", ""FERTILIZER"", 1], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""candidate_market"": [[""SELL"", ""WOOL"", 2], [""SELL"", ""FERTILIZER"", 1], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 32, ""CARROT"": 37, ""TOMATO"": 63, ""STRAWBERRY"": 165, ""MELON"": 268, ""EGG"": 50, ""MILK"": 186, ""WOOL"": 190, ""FERTILIZER"": 90}, ""shed"": {""WHEAT"": 13, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 2, ""FERTILIZER"": 1, ""GOOSE"": 0, ""COW"": 2, ""SHEEP"": 0}}]",,False,6,0,6,8,567
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609251,1,1091.0,1082.0,W->W,0.0,-9.0,-2.0,7.0,151.0,,,"[{""step"": 151, ""baseline_market"": [[""SELL"", ""FERTILIZER"", 1], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""candidate_market"": [[""SELL"", ""WOOL"", 2], [""SELL"", ""FERTILIZER"", 1], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 32, ""CARROT"": 37, ""TOMATO"": 63, ""STRAWBERRY"": 165, ""MELON"": 268, ""EGG"": 50, ""MILK"": 186, ""WOOL"": 190, ""FERTILIZER"": 90}, ""shed"": {""WHEAT"": 13, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 2, ""FERTILIZER"": 1, ""GOOSE"": 0, ""COW"": 2, ""SHEEP"": 0}}]",,False,6,0,6,8,567
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609252,0,373.0,376.0,W->W,0.0,3.0,-2.0,-5.0,151.0,,,"[{""step"": 151, ""baseline_market"": [[""SELL"", ""FERTILIZER"", 1], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""candidate_market"": [[""SELL"", ""WOOL"", 2], [""SELL"", ""FERTILIZER"", 1], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 30, ""CARROT"": 39, ""TOMATO"": 61, ""STRAWBERRY"": 142, ""MELON"": 268, ""EGG"": 50, ""MILK"": 186, ""WOOL"": 190, ""FERTILIZER"": 90}, ""shed"": {""WHEAT"": 13, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 2, ""FERTILIZER"": 1, ""GOOSE"": 0, ""COW"": 2, ""SHEEP"": 0}}]",,False,1,0,1,0,567
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609252,1,373.0,376.0,W->W,0.0,3.0,-2.0,-5.0,151.0,,,"[{""step"": 151, ""baseline_market"": [[""SELL"", ""FERTILIZER"", 1], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""candidate_market"": [[""SELL"", ""WOOL"", 2], [""SELL"", ""FERTILIZER"", 1], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 30, ""CARROT"": 39, ""TOMATO"": 61, ""STRAWBERRY"": 142, ""MELON"": 268, ""EGG"": 50, ""MILK"": 186, ""WOOL"": 190, ""FERTILIZER"": 90}, ""shed"": {""WHEAT"": 13, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 2, ""FERTILIZER"": 1, ""GOOSE"": 0, ""COW"": 2, ""SHEEP"": 0}}]",,False,1,0,1,0,567
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609253,0,1051.0,1224.0,W->W,0.0,173.0,-135.0,-308.0,300.0,,,"[{""step"": 300, ""baseline_market"": [[""BUY_SEED"", ""WHEAT"", 1]], ""candidate_market"": [[""SELL"", ""MILK"", 6], [""BUY_SEED"", ""WHEAT"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 41, ""CARROT"": 41, ""TOMATO"": 73, ""STRAWBERRY"": 200, ""MELON"": 78, ""EGG"": 52, ""MILK"": 143, ""WOOL"": 93, ""FERTILIZER"": 64}, ""shed"": {""WHEAT"": 13, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 6, ""WOOL"": 0, ""FERTILIZER"": 0, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,10,0,10,6,418
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609253,1,1051.0,1224.0,W->W,0.0,173.0,-135.0,-308.0,300.0,,,"[{""step"": 300, ""baseline_market"": [[""BUY_SEED"", ""WHEAT"", 1]], ""candidate_market"": [[""SELL"", ""MILK"", 6], [""BUY_SEED"", ""WHEAT"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 41, ""CARROT"": 41, ""TOMATO"": 73, ""STRAWBERRY"": 200, ""MELON"": 78, ""EGG"": 52, ""MILK"": 143, ""WOOL"": 93, ""FERTILIZER"": 64}, ""shed"": {""WHEAT"": 13, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 6, ""WOOL"": 0, ""FERTILIZER"": 0, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,10,0,10,6,418
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609254,0,1644.0,1644.0,W->W,0.0,0.0,0.0,0.0,,,,[],,True,0,0,0,0,0
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609254,1,1644.0,1644.0,W->W,0.0,0.0,0.0,0.0,,,,[],,True,0,0,0,0,0
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609255,0,231.0,231.0,W->W,0.0,0.0,0.0,0.0,,,,[],,True,0,0,0,0,0
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609255,1,231.0,231.0,W->W,0.0,0.0,0.0,0.0,,,,[],,True,0,0,0,0,0
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609256,0,1099.0,1121.0,W->W,0.0,22.0,-176.0,-198.0,653.0,,,"[{""step"": 653, ""baseline_market"": [[""BUY_SEED"", ""WHEAT"", 1]], ""candidate_market"": [[""SELL"", ""MILK"", 9], [""BUY_SEED"", ""WHEAT"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 42, ""CARROT"": 47, ""TOMATO"": 126, ""STRAWBERRY"": 51, ""MELON"": 115, ""EGG"": 43, ""MILK"": 139, ""WOOL"": 1, ""FERTILIZER"": 25}, ""shed"": {""WHEAT"": 22, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 9, ""WOOL"": 0, ""FERTILIZER"": 0, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,3,0,3,2,65
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609256,1,1099.0,1121.0,W->W,0.0,22.0,-176.0,-198.0,653.0,,,"[{""step"": 653, ""baseline_market"": [[""BUY_SEED"", ""WHEAT"", 1]], ""candidate_market"": [[""SELL"", ""MILK"", 9], [""BUY_SEED"", ""WHEAT"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 42, ""CARROT"": 47, ""TOMATO"": 126, ""STRAWBERRY"": 51, ""MELON"": 115, ""EGG"": 43, ""MILK"": 139, ""WOOL"": 1, ""FERTILIZER"": 25}, ""shed"": {""WHEAT"": 22, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 9, ""WOOL"": 0, ""FERTILIZER"": 0, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,3,0,3,2,65
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609257,0,622.0,596.0,W->W,0.0,-26.0,-109.0,-83.0,151.0,,,"[{""step"": 151, ""baseline_market"": [[""SELL"", ""FERTILIZER"", 1], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""candidate_market"": [[""SELL"", ""WOOL"", 2], [""SELL"", ""FERTILIZER"", 1], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 30, ""CARROT"": 36, ""TOMATO"": 61, ""STRAWBERRY"": 165, ""MELON"": 268, ""EGG"": 50, ""MILK"": 207, ""WOOL"": 190, ""FERTILIZER"": 90}, ""shed"": {""WHEAT"": 13, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 2, ""FERTILIZER"": 1, ""GOOSE"": 0, ""COW"": 2, ""SHEEP"": 0}}]",,False,5,0,5,0,567
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609257,1,622.0,596.0,W->W,0.0,-26.0,-109.0,-83.0,151.0,,,"[{""step"": 151, ""baseline_market"": [[""SELL"", ""FERTILIZER"", 1], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""candidate_market"": [[""SELL"", ""WOOL"", 2], [""SELL"", ""FERTILIZER"", 1], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 30, ""CARROT"": 36, ""TOMATO"": 61, ""STRAWBERRY"": 165, ""MELON"": 268, ""EGG"": 50, ""MILK"": 207, ""WOOL"": 190, ""FERTILIZER"": 90}, ""shed"": {""WHEAT"": 13, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 2, ""FERTILIZER"": 1, ""GOOSE"": 0, ""COW"": 2, ""SHEEP"": 0}}]",,False,5,0,5,0,567
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609258,0,625.0,625.0,W->W,0.0,0.0,0.0,0.0,,,,[],,True,0,0,0,0,0
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609258,1,625.0,625.0,W->W,0.0,0.0,0.0,0.0,,,,[],,True,0,0,0,0,0
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609259,0,2087.0,2076.0,W->W,0.0,-11.0,-6.0,5.0,151.0,,,"[{""step"": 151, ""baseline_market"": [[""SELL"", ""FERTILIZER"", 1], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""candidate_market"": [[""SELL"", ""WOOL"", 2], [""SELL"", ""FERTILIZER"", 1], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 30, ""CARROT"": 39, ""TOMATO"": 61, ""STRAWBERRY"": 145, ""MELON"": 268, ""EGG"": 50, ""MILK"": 183, ""WOOL"": 190, ""FERTILIZER"": 90}, ""shed"": {""WHEAT"": 13, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 2, ""FERTILIZER"": 1, ""GOOSE"": 2, ""COW"": 0, ""SHEEP"": 0}}]",,False,9,0,9,1,567
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609259,1,2087.0,2076.0,W->W,0.0,-11.0,-6.0,5.0,151.0,,,"[{""step"": 151, ""baseline_market"": [[""SELL"", ""FERTILIZER"", 1], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""candidate_market"": [[""SELL"", ""WOOL"", 2], [""SELL"", ""FERTILIZER"", 1], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 30, ""CARROT"": 39, ""TOMATO"": 61, ""STRAWBERRY"": 145, ""MELON"": 268, ""EGG"": 50, ""MILK"": 183, ""WOOL"": 190, ""FERTILIZER"": 90}, ""shed"": {""WHEAT"": 13, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 2, ""FERTILIZER"": 1, ""GOOSE"": 2, ""COW"": 0, ""SHEEP"": 0}}]",,False,9,0,9,1,567
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609260,0,458.0,951.0,W->W,0.0,493.0,555.0,62.0,291.0,554.0,,"[{""step"": 291, ""baseline_market"": [[""SELL"", ""MILK"", 3]], ""candidate_market"": [[""SELL"", ""MILK"", 3], [""SELL"", ""WOOL"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 38, ""CARROT"": 39, ""TOMATO"": 62, ""STRAWBERRY"": 150, ""MELON"": 78, ""EGG"": 54, ""MILK"": 66, ""WOOL"": 231, ""FERTILIZER"": 64}, ""shed"": {""WHEAT"": 7, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 1, ""FERTILIZER"": 1, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,34,7,28,29,427
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609260,1,458.0,951.0,W->W,0.0,493.0,555.0,62.0,291.0,554.0,,"[{""step"": 291, ""baseline_market"": [[""SELL"", ""MILK"", 3]], ""candidate_market"": [[""SELL"", ""MILK"", 3], [""SELL"", ""WOOL"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 38, ""CARROT"": 39, ""TOMATO"": 62, ""STRAWBERRY"": 150, ""MELON"": 78, ""EGG"": 54, ""MILK"": 66, ""WOOL"": 231, ""FERTILIZER"": 64}, ""shed"": {""WHEAT"": 7, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 1, ""FERTILIZER"": 1, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,34,7,28,29,427
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609261,0,922.0,924.0,W->W,0.0,2.0,1.0,-1.0,291.0,,,"[{""step"": 291, ""baseline_market"": [[""SELL"", ""MILK"", 3]], ""candidate_market"": [[""SELL"", ""MILK"", 3], [""SELL"", ""WOOL"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 38, ""CARROT"": 36, ""TOMATO"": 62, ""STRAWBERRY"": 199, ""MELON"": 78, ""EGG"": 51, ""MILK"": 208, ""WOOL"": 232, ""FERTILIZER"": 64}, ""shed"": {""WHEAT"": 7, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 1, ""FERTILIZER"": 1, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,2,0,2,0,427
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609261,1,922.0,924.0,W->W,0.0,2.0,1.0,-1.0,291.0,,,"[{""step"": 291, ""baseline_market"": [[""SELL"", ""MILK"", 3]], ""candidate_market"": [[""SELL"", ""MILK"", 3], [""SELL"", ""WOOL"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 38, ""CARROT"": 36, ""TOMATO"": 62, ""STRAWBERRY"": 199, ""MELON"": 78, ""EGG"": 51, ""MILK"": 208, ""WOOL"": 232, ""FERTILIZER"": 64}, ""shed"": {""WHEAT"": 7, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 1, ""FERTILIZER"": 1, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,2,0,2,0,427
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609262,0,743.0,1045.0,W->W,0.0,302.0,-36.0,-338.0,387.0,438.0,,"[{""step"": 387, ""baseline_market"": [[""SELL"", ""EGG"", 2]], ""candidate_market"": [[""SELL"", ""WOOL"", 11], [""SELL"", ""EGG"", 2]], ""identical_observation"": true, ""prices"": {""WHEAT"": 43, ""CARROT"": 42, ""TOMATO"": 70, ""STRAWBERRY"": 225, ""MELON"": 89, ""EGG"": 53, ""MILK"": 49, ""WOOL"": 11, ""FERTILIZER"": 44}, ""shed"": {""WHEAT"": 9, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 2, ""MILK"": 0, ""WOOL"": 11, ""FERTILIZER"": 2, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,21,6,15,16,331
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609262,1,743.0,1045.0,W->W,0.0,302.0,-36.0,-338.0,387.0,438.0,,"[{""step"": 387, ""baseline_market"": [[""SELL"", ""EGG"", 2]], ""candidate_market"": [[""SELL"", ""WOOL"", 11], [""SELL"", ""EGG"", 2]], ""identical_observation"": true, ""prices"": {""WHEAT"": 43, ""CARROT"": 42, ""TOMATO"": 70, ""STRAWBERRY"": 225, ""MELON"": 89, ""EGG"": 53, ""MILK"": 49, ""WOOL"": 11, ""FERTILIZER"": 44}, ""shed"": {""WHEAT"": 9, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 2, ""MILK"": 0, ""WOOL"": 11, ""FERTILIZER"": 2, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,21,6,15,16,331
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609263,0,800.0,1487.0,W->W,0.0,687.0,34.0,-653.0,387.0,438.0,,"[{""step"": 387, ""baseline_market"": [[""SELL"", ""EGG"", 2]], ""candidate_market"": [[""SELL"", ""WOOL"", 5], [""SELL"", ""EGG"", 2]], ""identical_observation"": true, ""prices"": {""WHEAT"": 41, ""CARROT"": 37, ""TOMATO"": 62, ""STRAWBERRY"": 222, ""MELON"": 89, ""EGG"": 55, ""MILK"": 124, ""WOOL"": 11, ""FERTILIZER"": 44}, ""shed"": {""WHEAT"": 8, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 2, ""MILK"": 0, ""WOOL"": 5, ""FERTILIZER"": 2, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,39,10,31,25,331
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609263,1,800.0,1487.0,W->W,0.0,687.0,34.0,-653.0,387.0,438.0,,"[{""step"": 387, ""baseline_market"": [[""SELL"", ""EGG"", 2]], ""candidate_market"": [[""SELL"", ""WOOL"", 5], [""SELL"", ""EGG"", 2]], ""identical_observation"": true, ""prices"": {""WHEAT"": 41, ""CARROT"": 37, ""TOMATO"": 62, ""STRAWBERRY"": 222, ""MELON"": 89, ""EGG"": 55, ""MILK"": 124, ""WOOL"": 11, ""FERTILIZER"": 44}, ""shed"": {""WHEAT"": 8, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 2, ""MILK"": 0, ""WOOL"": 5, ""FERTILIZER"": 2, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,39,10,31,25,331
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609264,0,169.0,-964.0,W->L,-1.0,-1133.0,-871.0,262.0,291.0,611.0,,"[{""step"": 291, ""baseline_market"": [[""SELL"", ""MILK"", 3]], ""candidate_market"": [[""SELL"", ""MILK"", 3], [""SELL"", ""WOOL"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 39, ""CARROT"": 40, ""TOMATO"": 68, ""STRAWBERRY"": 199, ""MELON"": 78, ""EGG"": 51, ""MILK"": 108, ""WOOL"": 232, ""FERTILIZER"": 64}, ""shed"": {""WHEAT"": 7, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 1, ""FERTILIZER"": 1, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,20,3,18,20,427
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609264,1,169.0,-964.0,W->L,-1.0,-1133.0,-871.0,262.0,291.0,611.0,,"[{""step"": 291, ""baseline_market"": [[""SELL"", ""MILK"", 3]], ""candidate_market"": [[""SELL"", ""MILK"", 3], [""SELL"", ""WOOL"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 39, ""CARROT"": 40, ""TOMATO"": 68, ""STRAWBERRY"": 199, ""MELON"": 78, ""EGG"": 51, ""MILK"": 108, ""WOOL"": 232, ""FERTILIZER"": 64}, ""shed"": {""WHEAT"": 7, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 1, ""FERTILIZER"": 1, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,20,3,18,20,427
holdout/m20_kagsim,m20_multi_hypothesis,order_book,612609241,0,29.0,-67.0,W->L,-1.0,-96.0,106.0,202.0,392.0,626.0,,"[{""step"": 392, ""baseline_market"": [], ""candidate_market"": [[""SELL"", ""MILK"", 6]], ""identical_observation"": true, ""prices"": {""WHEAT"": 43, ""CARROT"": 37, ""TOMATO"": 80, ""STRAWBERRY"": 195, ""MELON"": 89, ""EGG"": 54, ""MILK"": 154, ""WOOL"": 1, ""FERTILIZER"": 44}, ""shed"": {""WHEAT"": 1, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 0, ""FERTILIZER"": 2, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,27,5,22,27,326
holdout/m20_kagsim,m20_multi_hypothesis,order_book,612609241,1,29.0,-67.0,W->L,-1.0,-96.0,106.0,202.0,392.0,626.0,,"[{""step"": 392, ""baseline_market"": [], ""candidate_market"": [[""SELL"", ""MILK"", 6]], ""identical_observation"": true, ""prices"": {""WHEAT"": 43, ""CARROT"": 37, ""TOMATO"": 80, ""STRAWBERRY"": 195, ""MELON"": 89, ""EGG"": 54, ""MILK"": 154, ""WOOL"": 1, ""FERTILIZER"": 44}, ""shed"": {""WHEAT"": 1, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 0, ""FERTILIZER"": 2, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,27,5,22,27,326
holdout/m20_kagsim,m20_multi_hypothesis,order_book,612609242,0,10.0,7.0,W->W,0.0,-3.0,-15.0,-12.0,291.0,,,"[{""step"": 291, ""baseline_market"": [[""SELL"", ""MILK"", 3]], ""candidate_market"": [[""SELL"", ""MILK"", 3], [""SELL"", ""WOOL"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 38, ""CARROT"": 36, ""TOMATO"": 66, ""STRAWBERRY"": 168, ""MELON"": 78, ""EGG"": 51, ""MILK"": 190, ""WOOL"": 237, ""FERTILIZER"": 64}, ""shed"": {""WHEAT"": 7, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 1, ""FERTILIZER"": 1, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,6,0,6,0,427
holdout/m20_kagsim,m20_multi_hypothesis,order_book,612609242,1,10.0,7.0,W->W,0.0,-3.0,-15.0,-12.0,291.0,,,"[{""step"": 291, ""baseline_market"": [[""SELL"", ""MILK"", 3]], ""candidate_market"": [[""SELL"", ""MILK"", 3], [""SELL"", ""WOOL"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 38, ""CARROT"": 36, ""TOMATO"": 66, ""STRAWBERRY"": 168, ""MELON"": 78, ""EGG"": 51, ""MILK"": 190, ""WOOL"": 237, ""FERTILIZER"": 64}, ""shed"": {""WHEAT"": 7, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 1, ""FERTILIZER"": 1, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,6,0,6,0,427
holdout/m20_kagsim,m20_multi_hypothesis,order_book,612609243,0,614.0,637.0,W->W,0.0,23.0,-204.0,-227.0,151.0,,,"[{""step"": 151, ""baseline_market"": [], ""candidate_market"": [[""SELL"", ""WOOL"", 2]], ""identical_observation"": true, ""prices"": {""WHEAT"": 32, ""CARROT"": 37, ""TOMATO"": 63, ""STRAWBERRY"": 165, ""MELON"": 268, ""EGG"": 51, ""MILK"": 183, ""WOOL"": 190, ""FERTILIZER"": 90}, ""shed"": {""WHEAT"": 13, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 2, ""FERTILIZER"": 1, ""GOOSE"": 2, ""COW"": 0, ""SHEEP"": 0}}]",,False,19,0,19,15,567
holdout/m20_kagsim,m20_multi_hypothesis,order_book,612609243,1,614.0,637.0,W->W,0.0,23.0,-204.0,-227.0,151.0,,,"[{""step"": 151, ""baseline_market"": [], ""candidate_market"": [[""SELL"", ""WOOL"", 2]], ""identical_observation"": true, ""prices"": {""WHEAT"": 32, ""CARROT"": 37, ""TOMATO"": 63, ""STRAWBERRY"": 165, ""MELON"": 268, ""EGG"": 51, ""MILK"": 183, ""WOOL"": 190, ""FERTILIZER"": 90}, ""shed"": {""WHEAT"": 13, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 2, ""FERTILIZER"": 1, ""GOOSE"": 2, ""COW"": 0, ""SHEEP"": 0}}]",,False,19,0,19,15,567
